rep,envscenario,comp,mean_alpha
67,9,stable,5.35
67,10,equal,1.93
67,10,stable,5.61
67,11,equal,1.29
67,11,stable,4.67
67,12,equal,2.55
67,12,stable,3.87
67,13,equal,2.89
67,13,stable,3.52
67,14,equal,2.36
67,14,stable,5.72
67,15,equal,2.13
67,15,stable,6.47
67,16,equal,1.9
67,16,stable,4.6
67,17,equal,2.06
67,17,stable,5.07
67,18,equal,1.87
67,18,stable,3.75
67,19,equal,1
67,19,stable,4.77
67,20,equal,1.14
67,20,stable,5.38
68,1,equal,0
68,1,stable,0
68,2,equal,0
68,2,stable,0
68,3,equal,0
68,3,stable,0
68,4,equal,0
68,4,stable,0
68,5,equal,0
68,5,stable,0
68,6,equal,0
68,6,stable,0
68,7,equal,0
68,7,stable,0
68,8,equal,0
68,8,stable,0
68,9,equal,0
68,9,stable,0
68,10,equal,0
68,10,stable,0
68,11,equal,0
68,11,stable,0
68,12,equal,0
68,12,stable,0
68,13,equal,0
68,13,stable,0
68,14,equal,0
68,14,stable,0
68,15,equal,0
68,15,stable,0
68,16,equal,0
68,16,stable,0
68,17,equal,0
68,17,stable,0
68,18,equal,0
68,18,stable,0
68,19,equal,0
68,19,stable,0
68,20,equal,0
68,20,stable,0
69,1,equal,1.46
69,1,stable,3.37
69,2,equal,1.38
69,2,stable,3.96
69,3,equal,1.45
69,3,stable,3.8
69,4,equal,1.48
69,4,stable,3.73
69,5,equal,1.38
69,5,stable,3.31
69,6,equal,1.28
69,6,stable,3.38
69,7,equal,1.48
69,7,stable,3.73
69,8,equal,1.43
69,8,stable,3.61
69,9,equal,1.35
69,9,stable,3.74
69,10,equal,1.43
69,10,stable,3.12
69,11,equal,1.49
69,11,stable,3.65
69,12,equal,1.35
69,12,stable,3.07
69,13,equal,1.4
69,13,stable,3.45
69,14,equal,1.57
69,14,stable,3.75
69,15,equal,1.44
69,15,stable,3.54
69,16,equal,1.41
69,16,stable,3.35
69,17,equal,1.5
69,17,stable,3.58
69,18,equal,1.35
69,18,stable,3.68
69,19,equal,1.4
69,19,stable,2.99
69,20,equal,1.42
69,20,stable,3.28
70,1,equal,1.85
70,1,stable,4.95
70,2,equal,1
70,2,stable,5
70,3,equal,1
70,3,stable,5
70,4,equal,1.99
70,4,stable,4.98
70,5,equal,1
70,5,stable,6.97
70,6,equal,1.93
70,6,stable,5.62
70,7,equal,1.93
70,7,stable,6.94
70,8,equal,2.53
70,8,stable,6.48
70,9,equal,2.74
70,9,stable,7.11
70,10,equal,1.64
70,10,stable,7.36
70,11,equal,1
70,11,stable,6.84
70,12,equal,1.36
70,12,stable,7.1
70,13,equal,4.01
70,13,stable,9.29
70,14,equal,2.05
70,14,stable,4.99
70,15,equal,1.93
70,15,stable,9.98
70,16,equal,2.89
70,16,stable,6
70,17,equal,1.99
70,17,stable,8.27
70,18,equal,1.6
70,18,stable,3.76
70,19,equal,1
70,19,stable,7.67
70,20,equal,1.97
70,20,stable,3.97
71,1,equal,1.98
71,1,stable,5.93
71,2,equal,1.8
71,2,stable,7
71,3,equal,1.63
71,3,stable,5.99
71,4,equal,1
71,4,stable,9.82
71,5,equal,1
71,5,stable,8
71,6,equal,2.39
71,6,stable,7.2
71,7,equal,2
71,7,stable,7.93
71,8,equal,1
71,8,stable,6
71,9,equal,3.94
71,9,stable,5
71,10,equal,1
71,10,stable,7.95
71,11,equal,1
71,11,stable,7
71,12,equal,1.69
71,12,stable,6.98
71,13,equal,3.53
71,13,stable,7.99
71,14,equal,2
71,14,stable,5
71,15,equal,1
71,15,stable,6.41
71,16,equal,1
71,16,stable,5.92
71,17,equal,3
71,17,stable,7.64
71,18,equal,2
71,18,stable,4.95
71,19,equal,1
71,19,stable,4
71,20,equal,1
71,20,stable,3.95
72,1,equal,2.02
72,1,stable,5
72,2,equal,3.84
72,2,stable,5.64
72,3,equal,3.06
72,3,stable,6.66
72,4,equal,2.7
72,4,stable,6.37
72,5,equal,2.79
72,5,stable,5.09
72,6,equal,3.17
72,6,stable,6.43
72,7,equal,3.5
72,7,stable,5.87
72,8,equal,1.96
72,8,stable,5.51
72,9,equal,4.47
72,9,stable,5.58
72,10,equal,1.93
72,10,stable,6.28
72,11,equal,1.53
72,11,stable,5.16
72,12,equal,2.25
72,12,stable,7.12
72,13,equal,5.07
72,13,stable,5.56
72,14,equal,2.62
72,14,stable,4.94
72,15,equal,3.45
72,15,stable,5.55
72,16,equal,2.39
72,16,stable,6.16
72,17,equal,2.83
72,17,stable,3.96
72,18,equal,2.62
72,18,stable,6.51
72,19,equal,1.11
72,19,stable,5
72,20,equal,1.33
72,20,stable,4.97
73,1,equal,1.05
73,1,stable,3.1
73,2,equal,1.12
73,2,stable,3.19
73,3,equal,1.07
73,3,stable,3.6
73,4,equal,1.13
73,4,stable,3.85
73,5,equal,1.07
73,5,stable,3.7
73,6,equal,1.07
73,6,stable,3.2
73,7,equal,1.1
73,7,stable,3.07
73,8,equal,1.08
73,8,stable,3.18
73,9,equal,1.09
73,9,stable,3.24
73,10,equal,1.07
73,10,stable,3.29
73,11,equal,1.1
73,11,stable,2.99
73,12,equal,1.06
73,12,stable,2.89
73,13,equal,1.08
73,13,stable,3.2
73,14,equal,1.07
73,14,stable,3.8
73,15,equal,1.1
73,15,stable,3.35
73,16,equal,1.08
73,16,stable,3.1
73,17,equal,1.07
73,17,stable,2.93
73,18,equal,1.11
73,18,stable,2.66
73,19,equal,1.13
73,19,stable,2.5
73,20,equal,1.06
73,20,stable,3.12
74,1,equal,0.99
74,1,stable,1.11
74,2,equal,0.84
74,2,stable,1.08
74,3,equal,0.93
74,3,stable,1.27
74,4,equal,0.91
74,4,stable,1.07
74,5,equal,0.94
74,5,stable,1.12
74,6,equal,0.95
74,6,stable,1.28
74,7,equal,0.94
74,7,stable,1.15
74,8,equal,0.9
74,8,stable,1.13
74,9,equal,0.97
74,9,stable,1.26
74,10,equal,0.91
74,10,stable,1.08
74,11,equal,0.93
74,11,stable,1.23
74,12,equal,0.98
74,12,stable,1.19
74,13,equal,0.96
74,13,stable,1.15
74,14,equal,0.91
74,14,stable,1.09
74,15,equal,0.88
74,15,stable,1.02
74,16,equal,0.96
74,16,stable,1.13
74,17,equal,0.95
74,17,stable,1.22
74,18,equal,0.83
74,18,stable,1.05
74,19,equal,0.91
74,19,stable,1.19
74,20,equal,0.94
74,20,stable,1.08
75,1,equal,1.7
75,1,stable,4.82
75,2,equal,1.82
75,2,stable,4.72
75,3,equal,1.65
75,3,stable,4.55
75,4,equal,1.49
75,4,stable,6.02
75,5,equal,1.66
75,5,stable,4.28
75,6,equal,1.74
75,6,stable,4.7
75,7,equal,1.56
75,7,stable,4.83
75,8,equal,1.83
75,8,stable,5.11
75,9,equal,1.86
75,9,stable,4.81
75,10,equal,1.6
75,10,stable,4.66
75,11,equal,1.75
75,11,stable,4.7
75,12,equal,1.96
75,12,stable,4.95
75,13,equal,1.6
75,13,stable,4.97
75,14,equal,1.47
75,14,stable,3.51
75,15,equal,1.69
75,15,stable,4.6
75,16,equal,1.59
75,16,stable,4.85
75,17,equal,2.1
75,17,stable,3.75
75,18,equal,1.7
75,18,stable,3.79
75,19,equal,1.77
75,19,stable,3.56
75,20,equal,1.78
75,20,stable,3.58
76,1,equal,1
76,1,stable,5.41
76,2,equal,1.35
76,2,stable,7
76,3,equal,1.91
76,3,stable,7.25
76,4,equal,1.51
76,4,stable,6.79
76,5,equal,1
76,5,stable,6.79
76,6,equal,1.49
76,6,stable,3.13
76,7,equal,1.95
76,7,stable,5.33
76,8,equal,1
76,8,stable,5.42
76,9,equal,2.07
76,9,stable,7.52
76,10,equal,1
76,10,stable,3.2
76,11,equal,1
76,11,stable,3.99
76,12,equal,1.97
76,12,stable,5.88
76,13,equal,1.98
76,13,stable,7.22
76,14,equal,2.64
76,14,stable,6.74
76,15,equal,1
76,15,stable,3.87
76,16,equal,3.32
76,16,stable,6.48
76,17,equal,2.96
76,17,stable,4
76,18,equal,1.95
76,18,stable,5.97
76,19,equal,1.07
76,19,stable,3.99
76,20,equal,1
76,20,stable,5.66
77,1,equal,0
77,1,stable,0
77,2,equal,0
77,2,stable,0
77,3,equal,0
77,3,stable,0
77,4,equal,0
77,4,stable,0
77,5,equal,0
77,5,stable,0
77,6,equal,0
77,6,stable,0
77,7,equal,0
77,7,stable,0
77,8,equal,0
77,8,stable,0
77,9,equal,0
77,9,stable,0
77,10,equal,0
77,10,stable,0
77,11,equal,0
77,11,stable,0
77,12,equal,0
77,12,stable,0
77,13,equal,0
77,13,stable,0
77,14,equal,0
77,14,stable,0
77,15,equal,0
77,15,stable,0
77,16,equal,0
77,16,stable,0
77,17,equal,0
77,17,stable,0
77,18,equal,0
77,18,stable,0
77,19,equal,0
77,19,stable,0
77,20,equal,0
77,20,stable,0
78,1,equal,0
78,1,stable,0
78,2,equal,0
78,2,stable,0
78,3,equal,0
78,3,stable,0
78,4,equal,0
78,4,stable,0
78,5,equal,0
78,5,stable,0
78,6,equal,0
78,6,stable,0
78,7,equal,0
78,7,stable,0
78,8,equal,0
78,8,stable,0
78,9,equal,0
78,9,stable,0
78,10,equal,0
78,10,stable,0
78,11,equal,0
78,11,stable,0
78,12,equal,0
78,12,stable,0
78,13,equal,0
78,13,stable,0
78,14,equal,0
78,14,stable,0
78,15,equal,0
78,15,stable,0
78,16,equal,0
78,16,stable,0
78,17,equal,0
78,17,stable,0
78,18,equal,0
78,18,stable,0
78,19,equal,0
78,19,stable,0
78,20,equal,0
78,20,stable,0
79,1,equal,1.89
79,1,stable,6.32
79,2,equal,2.85
79,2,stable,7.4
79,3,equal,1.33
79,3,stable,6.66
79,4,equal,1
79,4,stable,6.7
79,5,equal,1.98
79,5,stable,4.98
79,6,equal,2.4
79,6,stable,7.33
79,7,equal,1
79,7,stable,6.77
79,8,equal,1.69
79,8,stable,3.96
79,9,equal,1.8
79,9,stable,6.49
79,10,equal,1.99
79,10,stable,4.96
79,11,equal,1
79,11,stable,4.33
79,12,equal,2.73
79,12,stable,7.74
79,13,equal,3.57
79,13,stable,7.83
79,14,equal,2.56
79,14,stable,6.85
79,15,equal,1.99
79,15,stable,4.89
79,16,equal,1.71
79,16,stable,8.84
79,17,equal,1.99
79,17,stable,7.27
79,18,equal,2.23
79,18,stable,5.93
79,19,equal,1
79,19,stable,5.51
79,20,equal,1
79,20,stable,6.61
80,1,equal,1.02
80,1,stable,3.28
80,2,equal,1.05
80,2,stable,3.47
80,3,equal,1.02
80,3,stable,3.1
80,4,equal,1.02
80,4,stable,2.72
80,5,equal,1.02
80,5,stable,2.59
80,6,equal,1.02
80,6,stable,2.87
80,7,equal,1.03
80,7,stable,2.91
80,8,equal,1.05
80,8,stable,3.03
80,9,equal,1.02
80,9,stable,2.71
80,10,equal,1.02
80,10,stable,3.61
80,11,equal,1.03
80,11,stable,3.11
80,12,equal,1
80,12,stable,2.96
80,13,equal,1.01
80,13,stable,3.17
80,14,equal,1.03
80,14,stable,2.8
80,15,equal,1.02
80,15,stable,2.55
80,16,equal,1.06
80,16,stable,3.3
80,17,equal,1.03
80,17,stable,2.69
80,18,equal,1.01
80,18,stable,2.91
80,19,equal,1.01
80,19,stable,3.25
80,20,equal,1.01
80,20,stable,2.95
81,1,equal,1.31
81,1,stable,7.89
81,2,equal,2
81,2,stable,8.99
81,3,equal,1
81,3,stable,10.51
81,4,equal,1
81,4,stable,7
81,5,equal,1
81,5,stable,7.89
81,6,equal,1
81,6,stable,5.85
81,7,equal,1
81,7,stable,7.98
81,8,equal,1
81,8,stable,9
81,9,equal,1.98
81,9,stable,7.73
81,10,equal,1
81,10,stable,7
81,11,equal,1
81,11,stable,5
81,12,equal,1
81,12,stable,7
81,13,equal,2
81,13,stable,5
81,14,equal,1
81,14,stable,8.81
81,15,equal,1
81,15,stable,5
81,16,equal,2.89
81,16,stable,6
81,17,equal,1
81,17,stable,8
81,18,equal,1.84
81,18,stable,6
81,19,equal,1
81,19,stable,5
81,20,equal,1
81,20,stable,5.95
82,1,equal,2.26
82,1,stable,7.5
82,2,equal,2.53
82,2,stable,7.97
82,3,equal,2.47
82,3,stable,5.6
82,4,equal,2
82,4,stable,5.32
82,5,equal,1.96
82,5,stable,4.99
82,6,equal,2.09
82,6,stable,6.72
82,7,equal,1.9
82,7,stable,4.69
82,8,equal,1.84
82,8,stable,4.86
82,9,equal,3.23
82,9,stable,7.7
82,10,equal,1.95
82,10,stable,5.95
82,11,equal,1
82,11,stable,4.99
82,12,equal,2.88
82,12,stable,7.41
82,13,equal,2.55
82,13,stable,7.04
82,14,equal,2.68
82,14,stable,5.73
82,15,equal,1.31
82,15,stable,6.15
82,16,equal,2.26
82,16,stable,7.15
82,17,equal,1
82,17,stable,8.09
82,18,equal,1.78
82,18,stable,5.86
82,19,equal,1.86
82,19,stable,4.54
82,20,equal,1.79
82,20,stable,5.88
83,1,equal,1
83,1,stable,7.95
83,2,equal,1.58
83,2,stable,4.97
83,3,equal,1
83,3,stable,7
83,4,equal,1.4
83,4,stable,7.96
83,5,equal,1
83,5,stable,7
83,6,equal,1
83,6,stable,4.94
83,7,equal,2.99
83,7,stable,5
83,8,equal,1
83,8,stable,6.97
83,9,equal,1
83,9,stable,6
83,10,equal,1
83,10,stable,3
83,11,equal,1
83,11,stable,6
83,12,equal,1
83,12,stable,6
83,13,equal,2
83,13,stable,6
83,14,equal,1
83,14,stable,5
83,15,equal,1
83,15,stable,7.73
83,16,equal,2.1
83,16,stable,7
83,17,equal,1.96
83,17,stable,5
83,18,equal,1
83,18,stable,6.92
83,19,equal,1
83,19,stable,5.93
83,20,equal,1
83,20,stable,5.99
84,1,equal,2.52
84,1,stable,6.46
84,2,equal,3.06
84,2,stable,8.26
84,3,equal,2.83
84,3,stable,7.87
84,4,equal,2.45
84,4,stable,5
84,5,equal,1
84,5,stable,4.72
84,6,equal,1
84,6,stable,6.78
84,7,equal,1
84,7,stable,6.83
84,8,equal,1
84,8,stable,6.66
84,9,equal,2.96
84,9,stable,7.37
84,10,equal,2.21
84,10,stable,5.72
84,11,equal,1
84,11,stable,5.24
84,12,equal,2.91
84,12,stable,2.97
84,13,equal,3.04
84,13,stable,7.8
84,14,equal,1
84,14,stable,4.4
84,15,equal,1
84,15,stable,6.66
84,16,equal,2.25
84,16,stable,7.99
84,17,equal,2.19
84,17,stable,3.65
84,18,equal,1.76
84,18,stable,6.76
84,19,equal,1
84,19,stable,5.83
84,20,equal,1
84,20,stable,6.73
85,1,equal,1.91
85,1,stable,4.78
85,2,equal,1.75
85,2,stable,4.2
85,3,equal,1.62
85,3,stable,5.23
85,4,equal,2.08
85,4,stable,4.32
85,5,equal,1.44
85,5,stable,5.4
85,6,equal,1.81
85,6,stable,4.51
85,7,equal,1.86
85,7,stable,4.72
85,8,equal,1.4
85,8,stable,3.62
85,9,equal,1.94
85,9,stable,6.19
85,10,equal,2.06
85,10,stable,4.81
85,11,equal,1.33
85,11,stable,4.71
85,12,equal,2.17
85,12,stable,4.79
85,13,equal,1.86
85,13,stable,5.29
85,14,equal,1.97
85,14,stable,5.08
85,15,equal,2.1
85,15,stable,5.23
85,16,equal,1.75
85,16,stable,4.67
85,17,equal,1.82
85,17,stable,4.7
85,18,equal,1.99
85,18,stable,5.25
85,19,equal,1.28
85,19,stable,4
85,20,equal,1.77
85,20,stable,4.99
86,1,equal,1.27
86,1,stable,3.86
86,2,equal,1.28
86,2,stable,4.15
86,3,equal,1
86,3,stable,2
86,4,equal,1
86,4,stable,3.16
86,5,equal,1
86,5,stable,3.71
86,6,equal,1.22
86,6,stable,2.8
86,7,equal,1
86,7,stable,3.38
86,8,equal,1.63
86,8,stable,3.38
86,9,equal,1.83
86,9,stable,2.52
86,10,equal,1.25
86,10,stable,3.55
86,11,equal,1.22
86,11,stable,1.77
86,12,equal,1
86,12,stable,4.39
86,13,equal,1
86,13,stable,3.62
86,14,equal,1.49
86,14,stable,3.37
86,15,equal,1.08
86,15,stable,2.87
86,16,equal,1.63
86,16,stable,3.25
86,17,equal,1.11
86,17,stable,3.93
86,18,equal,1.7
86,18,stable,2.92
86,19,equal,1
86,19,stable,3.2
86,20,equal,0.99
86,20,stable,3.69
87,1,equal,0.89
87,1,stable,1.2
87,2,equal,0.9
87,2,stable,0.91
87,3,equal,0.94
87,3,stable,1.04
87,4,equal,0.88
87,4,stable,1.05
87,5,equal,0.88
87,5,stable,1.19
87,6,equal,0.93
87,6,stable,0.96
87,7,equal,0.88
87,7,stable,0.97
87,8,equal,0.92
87,8,stable,1.06
87,9,equal,0.99
87,9,stable,1.27
87,10,equal,0.92
87,10,stable,1.43
87,11,equal,0.78
87,11,stable,1.05
87,12,equal,0.95
87,12,stable,1.05
87,13,equal,0.9
87,13,stable,1.18
87,14,equal,0.9
87,14,stable,1.19
87,15,equal,0.91
87,15,stable,1
87,16,equal,0.96
87,16,stable,1.07
87,17,equal,0.9
87,17,stable,0.92
87,18,equal,0.9
87,18,stable,0.97
87,19,equal,0.83
87,19,stable,0.95
87,20,equal,0.73
87,20,stable,1.38
88,1,equal,1.19
88,1,stable,4.17
88,2,equal,1.11
88,2,stable,3.39
88,3,equal,1.1
88,3,stable,3.23
88,4,equal,1.13
88,4,stable,3.26
88,5,equal,1.18
88,5,stable,3.29
88,6,equal,1.14
88,6,stable,3.04
88,7,equal,1.19
88,7,stable,3.04
88,8,equal,1.1
88,8,stable,3.15
88,9,equal,1.2
88,9,stable,3.22
88,10,equal,1.15
88,10,stable,3.46
88,11,equal,1.13
88,11,stable,3.03
88,12,equal,1.08
88,12,stable,3.19
88,13,equal,1.18
88,13,stable,3.95
88,14,equal,1.13
88,14,stable,3.49
88,15,equal,1.14
88,15,stable,3.01
88,16,equal,1.11
88,16,stable,3.06
88,17,equal,1.11
88,17,stable,3.26
88,18,equal,1.15
88,18,stable,3.18
88,19,equal,1.09
88,19,stable,2.79
88,20,equal,1.12
88,20,stable,2.97
89,1,equal,0.06
89,1,stable,0.06
89,2,equal,0.11
89,2,stable,0.05
89,3,equal,0.15
89,3,stable,0.12
89,4,equal,0.11
89,4,stable,0.07
89,5,equal,0.06
89,5,stable,0.02
89,6,equal,0.11
89,6,stable,0.11
89,7,equal,0.04
89,7,stable,0.11
89,8,equal,0.05
89,8,stable,0.04
89,9,equal,0.06
89,9,stable,0.13
89,10,equal,0.04
89,10,stable,0.13
89,11,equal,0.1
89,11,stable,0.02
89,12,equal,0.13
89,12,stable,0.12
89,13,equal,0.04
89,13,stable,0.11
89,14,equal,0.04
89,14,stable,0.15
89,15,equal,0.14
89,15,stable,0.13
89,16,equal,0.06
89,16,stable,0.04
89,17,equal,0.11
89,17,stable,0.05
89,18,equal,0.06
89,18,stable,0.1
89,19,equal,0.03
89,19,stable,0.06
89,20,equal,0.04
89,20,stable,0.09
90,1,equal,1.02
90,1,stable,2.55
90,2,equal,1
90,2,stable,3.28
90,3,equal,1.01
90,3,stable,2.66
90,4,equal,1
90,4,stable,2.44
90,5,equal,1.01
90,5,stable,2.01
90,6,equal,1.01
90,6,stable,2.14
90,7,equal,1
90,7,stable,2.32
90,8,equal,1.02
90,8,stable,2.58
90,9,equal,1
90,9,stable,2.56
90,10,equal,1.01
90,10,stable,2.46
90,11,equal,1
90,11,stable,2.61
90,12,equal,1.01
90,12,stable,2.49
90,13,equal,1
90,13,stable,2.24
90,14,equal,1.02
90,14,stable,2.52
90,15,equal,1
90,15,stable,2.14
90,16,equal,1
90,16,stable,2.13
90,17,equal,1.02
90,17,stable,2.49
90,18,equal,1.02
90,18,stable,2.78
90,19,equal,1.01
90,19,stable,2.35
90,20,equal,1
90,20,stable,2.57
91,1,equal,0
91,1,stable,0
91,2,equal,0
91,2,stable,0
91,3,equal,0
91,3,stable,0
91,4,equal,0
91,4,stable,0
91,5,equal,0
91,5,stable,0
91,6,equal,0
91,6,stable,0
91,7,equal,0
91,7,stable,0
91,8,equal,0
91,8,stable,0
91,9,equal,0
91,9,stable,0
91,10,equal,0
91,10,stable,0
91,11,equal,0
91,11,stable,0
91,12,equal,0
91,12,stable,0
91,13,equal,0
91,13,stable,0
91,14,equal,0
91,14,stable,0
91,15,equal,0
91,15,stable,0
91,16,equal,0
91,16,stable,0
91,17,equal,0
91,17,stable,0
91,18,equal,0
91,18,stable,0
91,19,equal,0
91,19,stable,0
91,20,equal,0
91,20,stable,0
92,1,equal,0
92,1,stable,0
92,2,equal,0
92,2,stable,0
92,3,equal,0
92,3,stable,0
92,4,equal,0
92,4,stable,0
92,5,equal,0
92,5,stable,0
92,6,equal,0
92,6,stable,0
92,7,equal,0
92,7,stable,0
92,8,equal,0
92,8,stable,0
92,9,equal,0
92,9,stable,0
92,10,equal,0
92,10,stable,0
92,11,equal,0
92,11,stable,0
92,12,equal,0
92,12,stable,0
92,13,equal,0
92,13,stable,0
92,14,equal,0
92,14,stable,0
92,15,equal,0
92,15,stable,0
92,16,equal,0
92,16,stable,0
92,17,equal,0
92,17,stable,0
92,18,equal,0
92,18,stable,0
92,19,equal,0
92,19,stable,0
92,20,equal,0
92,20,stable,0
93,1,equal,0
93,1,stable,0
93,2,equal,0
93,2,stable,0
93,3,equal,0
93,3,stable,0
93,4,equal,0
93,4,stable,0
93,5,equal,0
93,5,stable,0
93,6,equal,0
93,6,stable,0
93,7,equal,0
93,7,stable,0
93,8,equal,0
93,8,stable,0
93,9,equal,0
93,9,stable,0
93,10,equal,0
93,10,stable,0
93,11,equal,0
93,11,stable,0
93,12,equal,0
93,12,stable,0
93,13,equal,0
93,13,stable,0
93,14,equal,0
93,14,stable,0
93,15,equal,0
93,15,stable,0
93,16,equal,0
93,16,stable,0
93,17,equal,0
93,17,stable,0
93,18,equal,0
93,18,stable,0
93,19,equal,0
93,19,stable,0
93,20,equal,0
93,20,stable,0
94,1,equal,2.92
94,1,stable,8.28
94,2,equal,2.99
94,2,stable,4.98
94,3,equal,2.56
94,3,stable,5.96
94,4,equal,3.55
94,4,stable,7.99
94,5,equal,2
94,5,stable,7.96
94,6,equal,2.86
94,6,stable,7.27
94,7,equal,1.97
94,7,stable,6.85
94,8,equal,1.75
94,8,stable,5.96
94,9,equal,4.24
94,9,stable,8.47
94,10,equal,2.32
94,10,stable,6.91
94,11,equal,2
94,11,stable,5.3
94,12,equal,3.9
94,12,stable,6
94,13,equal,4.56
94,13,stable,6.98
94,14,equal,4.11
94,14,stable,7.26
94,15,equal,4.05
94,15,stable,5
94,16,equal,4.18
94,16,stable,7.74
94,17,equal,5.33
94,17,stable,6.86
94,18,equal,3.13
94,18,stable,5.97
94,19,equal,1.07
94,19,stable,6.31
94,20,equal,1.72
94,20,stable,7.72
95,1,equal,1.07
95,1,stable,2.84
95,2,equal,1.06
95,2,stable,2.65
95,3,equal,1.1
95,3,stable,2.66
95,4,equal,1.04
95,4,stable,2.98
95,5,equal,1.05
95,5,stable,2.38
95,6,equal,1.1
95,6,stable,2.63
95,7,equal,1.06
95,7,stable,2.78
95,8,equal,1.07
95,8,stable,2.48
95,9,equal,1.14
95,9,stable,2.85
95,10,equal,1.06
95,10,stable,2.98
95,11,equal,1.08
95,11,stable,2.85
95,12,equal,1.06
95,12,stable,2.91
95,13,equal,1.13
95,13,stable,2.67
95,14,equal,1.05
95,14,stable,3.2
95,15,equal,1.04
95,15,stable,2.99
95,16,equal,1.06
95,16,stable,2.52
95,17,equal,1.12
95,17,stable,2.69
95,18,equal,1.06
95,18,stable,3.04
95,19,equal,1.03
95,19,stable,2.52
95,20,equal,1.08
95,20,stable,2.7
96,1,equal,1.74
96,1,stable,4.74
96,2,equal,1.92
96,2,stable,4.78
96,3,equal,1.77
96,3,stable,4.42
96,4,equal,1.76
96,4,stable,4.7
96,5,equal,1.81
96,5,stable,4.61
96,6,equal,1.73
96,6,stable,4.64
96,7,equal,1.67
96,7,stable,4.37
96,8,equal,1.83
96,8,stable,4.4
96,9,equal,1.81
96,9,stable,3.97
96,10,equal,1.77
96,10,stable,4.42
96,11,equal,1.79
96,11,stable,4.44
96,12,equal,1.9
96,12,stable,4.06
96,13,equal,1.76
96,13,stable,4.11
96,14,equal,1.91
96,14,stable,4.6
96,15,equal,1.93
96,15,stable,4.2
96,16,equal,1.94
96,16,stable,4.37
96,17,equal,1.99
96,17,stable,3.87
96,18,equal,1.79
96,18,stable,4.14
96,19,equal,1.68
96,19,stable,3.23
96,20,equal,1.79
96,20,stable,4.19
97,1,equal,1.37
97,1,stable,2.31
97,2,equal,1.25
97,2,stable,3.37
97,3,equal,1.36
97,3,stable,3.81
97,4,equal,1.31
97,4,stable,4.34
97,5,equal,1.27
97,5,stable,3.83
97,6,equal,1.37
97,6,stable,4
97,7,equal,1.42
97,7,stable,2.94
97,8,equal,1.33
97,8,stable,3.42
97,9,equal,1.36
97,9,stable,3.32
97,10,equal,1.27
97,10,stable,3.42
97,11,equal,1.29
97,11,stable,2.68
97,12,equal,1.26
97,12,stable,3.58
97,13,equal,1.3
97,13,stable,3.08
97,14,equal,1.35
97,14,stable,3.18
97,15,equal,1.35
97,15,stable,3.03
97,16,equal,1.36
97,16,stable,3.67
97,17,equal,1.5
97,17,stable,3.55
97,18,equal,1.26
97,18,stable,3.28
97,19,equal,1.32
97,19,stable,3.25
97,20,equal,1.38
97,20,stable,3.17
98,1,equal,1.02
98,1,stable,2.52
98,2,equal,1.01
98,2,stable,2.57
98,3,equal,1.03
98,3,stable,2.78
98,4,equal,1.01
98,4,stable,2.38
98,5,equal,1.01
98,5,stable,2.42
98,6,equal,1.01
98,6,stable,2.5
98,7,equal,1.01
98,7,stable,3.06
98,8,equal,1.02
98,8,stable,2.48
98,9,equal,1.03
98,9,stable,2.79
98,10,equal,1.01
98,10,stable,2.56
98,11,equal,1.02
98,11,stable,2.77
98,12,equal,1.03
98,12,stable,2.7
98,13,equal,1.01
98,13,stable,2.88
98,14,equal,1.04
98,14,stable,2.86
98,15,equal,1.02
98,15,stable,2.83
98,16,equal,1.01
98,16,stable,2.6
98,17,equal,1.04
98,17,stable,3.11
98,18,equal,1.01
98,18,stable,2.69
98,19,equal,1
98,19,stable,2.65
98,20,equal,1
98,20,stable,2.64
99,1,equal,1.02
99,1,stable,2.05
99,2,equal,1
99,2,stable,2.45
99,3,equal,1
99,3,stable,2.49
99,4,equal,0.98
99,4,stable,2.28
99,5,equal,1
99,5,stable,2.27
99,6,equal,1.01
99,6,stable,1.91
99,7,equal,1.01
99,7,stable,2.39
99,8,equal,0.99
99,8,stable,2.08
99,9,equal,1.03
99,9,stable,2.65
99,10,equal,1
99,10,stable,2.35
99,11,equal,1
99,11,stable,2.4
99,12,equal,1
99,12,stable,2.68
99,13,equal,0.99
99,13,stable,2.34
99,14,equal,1.03
99,14,stable,2.76
99,15,equal,1
99,15,stable,2.49
99,16,equal,1.01
99,16,stable,2.29
99,17,equal,1
99,17,stable,2.28
99,18,equal,0.99
99,18,stable,2.42
99,19,equal,1.03
99,19,stable,2.25
99,20,equal,1
99,20,stable,2.41
100,1,equal,1.46
100,1,stable,3.08
100,2,equal,1.24
100,2,stable,3.68
100,3,equal,1.05
100,3,stable,2.7
100,4,equal,1.85
100,4,stable,2.7
100,5,equal,0.98
100,5,stable,2.29
100,6,equal,1.8
100,6,stable,2.46
100,7,equal,0.93
100,7,stable,2.32
100,8,equal,1
100,8,stable,3.32
100,9,equal,1.23
100,9,stable,3.18
100,10,equal,1.88
100,10,stable,2.04
100,11,equal,0.99
100,11,stable,2.4
100,12,equal,1.41
100,12,stable,2.91
100,13,equal,1.56
100,13,stable,3.04
100,14,equal,1
100,14,stable,2.76
100,15,equal,0.99
100,15,stable,2.84
100,16,equal,1.91
100,16,stable,2.37
100,17,equal,0.98
100,17,stable,2.79
100,18,equal,0.96
100,18,stable,3.44
100,19,equal,0.93
100,19,stable,1.59
100,20,equal,1
